"import","cohort","count","export_cntry","import_cntry","time","sim_index","export","ex_im","gen_index","seq_index","freq"
"Hong Kong, China","316_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","308_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","68_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","443_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","558_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","450_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","580_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","92_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","521_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","531_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","568_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","48_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","458_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","495_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","611_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","486_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","569_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","624_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","600_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","552_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","472_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","549_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","444_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","513_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","83_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","548_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","76_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","555_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Hong Kong, China","584_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","580_1_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","14_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","514_4_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","580_1_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","235_9_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","514_4_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","580_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","580_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","14_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.444444444444444
"India","230_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","104_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","232_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","105_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","481_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","384_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","234_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","387_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","236_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","126_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","127_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","76_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","244_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","128_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","164_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","496_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","249_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","417_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","258_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","419_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","428_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","420_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","152_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","156_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","421_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","16_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","165_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","422_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","28_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","17_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","83_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","171_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","189_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","214_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","424_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","350_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","231_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","465_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","504_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","416_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","68_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","62_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","505_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","233_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","582_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","569_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","494_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","442_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","581_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","427_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","425_17_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","513_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","485_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","64_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","48_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","583_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","444_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","527_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","423_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","426_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","565_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","388_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","326_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","349_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","487_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","585_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","555_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"India","443_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","585_3_3_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_11",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_12",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_9",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_14",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_10",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_8",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_3_13",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0326797385620915
"Indonesia","585_3_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","585_3_3_15",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","487_3_3_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","401_2_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","626_7_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","585_3_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","487_3_3_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","487_3_3_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.196078431372549
"Indonesia","585_3_3_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0588235294117647
"Indonesia","585_3_3_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0588235294117647
"Indonesia","585_3_3_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0588235294117647
"Indonesia","585_3_3_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0588235294117647
"Indonesia","585_3_3_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.0588235294117647
"Indonesia","585_3_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","487_3_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","585_3_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","487_3_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","401_2_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","585_3_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","514_3_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","626_7_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","401_2_3_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.294117647058824
"Indonesia","355_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","103_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","104_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","481_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","105_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","152_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","109_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","387_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","276_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","236_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","126_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","494_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","127_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","294_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","128_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","249_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","416_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","497_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","250_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","14_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","171_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","258_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","420_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","54_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","183_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","156_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","28_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","16_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","422_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","165_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","161_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","423_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","214_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","424_16_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","164_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","349_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","17_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","309_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","476_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","232_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","318_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","428_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","319_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","326_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","189_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","421_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","2_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","226_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","496_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","297_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","338_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","208_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","350_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","230_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","231_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","465_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","503_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","504_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","419_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","298_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","505_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","233_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","234_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","554_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","65_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","235_17_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","388_16_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","458_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","583_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","495_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","78_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","60_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","426_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","417_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","531_6_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","442_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","507_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","425_16_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","68_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","76_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","568_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","582_7_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","457_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","580_4_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","538_5_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","384_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","427_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","513_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","444_3_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","517_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","612_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","528_8_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","527_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","470_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","83_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","74_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","555_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","48_12_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","432_1_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Indonesia","443_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Iran, Islamic Republic of","421_19_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Iran, Islamic Republic of","495_11_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Iran, Islamic Republic of","581_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Jordan","460_2_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Jordan","235_14_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Jordan","497_9_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Jordan","569_10_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Jordan","417_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Kazakhstan","416_16_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Kazakhstan","487_13_1_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,1
"Korea, Republic of","130_3_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","554_2_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","68_1_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","230_1_2_9",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","62_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","235_1_3_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","41_1_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","127_1_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","417_2_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","214_1_2_8",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","232_1_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","496_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","234_1_2_8",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","508_3_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","3_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","417_2_2_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","318_2_2_8",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","578_1_2_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","584_1_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","438_1_2_10",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","308_2_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","247_1_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","319_2_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","338_2_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","235_1_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","189_1_3_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","626_1_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","531_1_2_7",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","164_1_2_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","335_1_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","507_1_3_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","233_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","244_1_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","530_2_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","481_1_2_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","162_1_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","111_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","149_2_2_12",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","11_2_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","161_1_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","423_3_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","527_3_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","355_1_2_9",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","234_1_2_3",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","1_1_2_5",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","14_3_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","412_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","514_2_2_4",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","398_1_2_2",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","294_1_2_6",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
"Korea, Republic of","129_1_2_1",NA,NA,NA,NA,NA,"Japan",NA,1,NA,0.200155763239875
